Country,Year,Value,Disease
JOR,2020.0,2.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
JOR,2021.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
JOR,2022.0,1.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
JOR,2023.0,5.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
JOR,2024.0,3.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
KGZ,2010.0,52.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
KGZ,2011.0,44.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
KGZ,2012.0,86.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
KGZ,2013.0,99.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
KGZ,2014.0,114.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
KGZ,2015.0,87.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
KGZ,2016.0,112.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
KGZ,2017.0,120.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
KGZ,2018.0,133.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
KGZ,2019.0,130.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
KGZ,2020.0,168.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
KGZ,2021.0,162.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
KGZ,2022.0,179.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
KGZ,2023.0,180.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
KGZ,2024.0,168.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
KHM,2010.0,552.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
KHM,2011.0,664.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
KHM,2012.0,667.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
KHM,2013.0,695.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
KHM,2014.0,722.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
KHM,2015.0,768.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
KHM,2016.0,720.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
KHM,2017.0,755.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
KHM,2018.0,661.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
KHM,2019.0,586.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
KHM,2020.0,597.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
KHM,2021.0,472.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
KHM,2022.0,528.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
KHM,2023.0,568.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
KHM,2024.0,561.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
KNA,2010.0,1.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
KNA,2011.0,1.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
KNA,2012.0,2.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
KNA,2013.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
KNA,2014.0,1.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
KNA,2015.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
KNA,2016.0,1.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
KNA,2017.0,1.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
KNA,2018.0,0.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
KNA,2019.0,1.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
KNA,2020.0,1.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
KNA,2021.0,2.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
KNA,2022.0,1.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
KNA,2023.0,2.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
KNA,2024.0,2.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
KWT,2010.0,8.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
KWT,2011.0,4.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
KWT,2012.0,6.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
KWT,2013.0,1.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
KWT,2014.0,6.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
KWT,2015.0,4.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
KWT,2016.0,2.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
KWT,2017.0,2.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
KWT,2018.0,5.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
KWT,2019.0,8.0,Number of pregnant women living with HIV who received antiretrovirals for preventing mother-to-child transmission
